id,name,status,first_air_date,episode_run_time,overview,vote_average,vote_count,genres,keywords,original_name,poster_path,backdrop_path,popularity,original_language,type,number_of_episodes,number_of_seasons,homepage,networks,created_by,last_episode_to_air,Cast_Summary,Crew_Summary,Video_Summary,source_series_name
46298,Hunter x Hunter,Ended,2011-10-02,24,"To fulfill his dreams of becoming a legendary Hunter like his dad, a young boy must pass a rigorous examination and find his missing father.",8.668,1904,"Animation, Action & Adventure, Sci-Fi & Fantasy","martial arts, bounty hunter, virtual reality, training, friendship, remake, revenge, organized crime, tragedy, coming of age, tournament, bromance, based on manga, fighting, super power, death match, mutilation, shounen, anime, fantasy, adventure, admiring",HUNTER×HUNTER,/i2EEr2uBvRlAwJ8d8zTG2Y19mIa.jpg,/6U0e6OHklJAcMAuIoGXjTBS5zsI.jpg,67.4784,ja,Scripted,148,3,https://www.ntv.co.jp/hunterhunter/sphone/,Nippon TV,,Past x And x Future,"Megumi Han, Mariya Ise, Issei Futamata, Miyuki Sawashiro, Keiji Fujiwara","Akira Shinohara (Producer), Toshio Nakatani (Producer), Naoki Iwasa (Producer)",Official Extended Trailer,hunter x hunter
81821,100 Days My Prince,Ended,2018-09-10,75,"Lee Yool falls off a cliff and nearly dies in an attempted assassination. He loses his memory, and wanders for 100 days under a new name and personality. During this period, he meets Hong Sim, head of the first detective agency in Joseon.",7.906,165,"Comedy, Drama, Mystery","amnesia, marriage of convenience, romance, historical, double identity, joseon dynasty (1392–1910), ancient korea",백일의 낭군님,/5GoF6fZGqEycUqgcCNmBCN3OdWM.jpg,/qK4wHkIaq2qnJs1iOUJES8wDY5X.jpg,19.1792,ko,Scripted,16,1,http://program.tving.com/tvn/100daysmyprince/,tvN,"Lee Jong-jae, So Jae-hyun",The End of War between Crown Prince and Vice-Premier,"Doh Kyung-soo, Nam Ji-hyun, Cho Seong-ha, Cho Han-cheul, Oh Yeon-ah","Noh Ji-sul (Writer), Lee Jong-jae (Director), Chen (Theme Song Performance)",100 Days My Prince | Trailer,100 days my prince
64464,11.22.63,Ended,2016-02-15,81,"An English teacher travels back in time to prevent the Kennedy assassination, but discovers he is attached to the life he has made in a bygone era.",7.767,1581,"Drama, Sci-Fi & Fantasy","assassination, lovesickness, based on novel or book, time travel, murder, miniseries, alternate history, john f. kennedy assassination, mysterious",11.22.63,/1fH41ccMKvgDTbbcCxWWH6fznah.jpg,/qVBExiGdG8uiPK9BcWD0881u8uh.jpg,36.5222,en,Miniseries,8,1,http://www.hulu.com/112263,Hulu,,The Day in Question,"James Franco, Sarah Gadon, Chris Cooper, Daniel Webber, Lucy Fry","Joseph Boccia (Producer), James Franco (Producer), Joe Henderson (Consulting Producer)",11.22.63 - Official Hulu Trailer [HD] | Cinetext®,11 22 63
60948,12 Monkeys,Ended,2015-01-16,43,"The provocative story of Cole, a time traveler from a decimated future in a high-stakes race against the clock. Utilizing a dangerous and untested method of time travel, he journeys from 2043 to the present day on a mission to locate and eradicate the source of a deadly plague that will all but annihilate the human race.",7.394,1107,"Sci-Fi & Fantasy, Drama","time travel, post-apocalyptic future, based on movie, plague",12 Monkeys,/w5u1PqBYfDyfrlkxADTA38jYG3I.jpg,/rgBEfR1A9JVBvoc0xUWv73o4M1M.jpg,48.2767,en,Scripted,47,4,https://www.syfy.com/12-monkeys,Syfy,"Terry Matalas, Travis Fickett",The Beginning (2),"Aaron Stanford, Amanda Schull, Barbara Sukowa, Emily Hampshire, Alisen Down","Nathaniel Smith (Co-Producer), Sean Tretta (Producer), Richard Suckle (Executive Producer)",Opening Credits,12 monkeys
66788,13 Reasons Why,Ended,2017-03-31,0,"After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.",7.573,4335,"Drama, Mystery","suicide, rape, sexual abuse, based on novel or book, depression, loss, high school, sodomy, bullying, sexual violence, guilt, mental illness, mental health, classmate, child molestation, audio cassette, sexual assault, amateur sleuth, based on young adult novel, hiv/aids epidemic, melodrama, gang solves mystery",13 Reasons Why,/nel144y4dIOdFFid6twN5mAX9Yd.jpg,/c4CSgKL6QfkJxsWcGYDyTxpbzpW.jpg,54.784,en,Scripted,49,4,https://www.netflix.com/title/80117470,Netflix,Brian Yorkey,Graduation,"Dylan Minnette, Grace Saif, Christian Navarro, Alisha Boe, Brandon Flynn","Allen MacDonald (Executive Producer), Jane Bartelme (Producer), Brian Yorkey (Executive Producer)",13 REASONS WHY Trailer (2017),13 reasons why
99654,18 Again,Ended,2020-09-21,68,"At a difficult place in his marriage and career, a middle-aged man gets a shot at a do-over when he's transformed back into his 18-year-old body.",8.3,242,"Drama, Comedy, Sci-Fi & Fantasy","fake identity, high school, high school sports, based on movie, teenage pregnancy, reflective, father son relationship, father daughter relationship, age change, romantic, earnest, hopeful",18 어게인,/jwrumjdNdtlHRzthQEj9HmxehcR.jpg,/hGtx3dAB6x0ShXpDk4BBvt74Mtx.jpg,8.0544,ko,Scripted,16,1,http://tv.jtbc.joins.com/eighteenagain/,JTBC,Ha Byung-hoon,Life Goes On,"Lee Do-hyun, Kim Ha-neul, Yoon Sang-hyun, Roh Jeong-eui, Ryeoun","Ha Byung-hoon (Director), Kim Do-yeon (Writer), Choi Yi-ryun (Writer)",18 Again Korean Drama 2020 - Trailer #1 [ENG SUB],18 again
118357,1883,Ended,2021-12-19,0,"Follow the Dutton family as they embark on a journey west through the Great Plains toward the last bastion of untamed America. A stark retelling of Western expansion, and an intense study of one family fleeing poverty to seek a better future in America’s promised land — Montana.",8.277,772,"Drama, Western","frontier, miniseries, family drama, convoy, wild west, indian attack, civil war veteran, wagon, journey, 19th century, oregon trail, dramatic, 1880s",1883,/waLbm384SQDwLTCn6ttPqQS5kfV.jpg,/uQUHCqxHsG9blvtCoL7vluMG9Jp.jpg,35.2326,en,Miniseries,10,1,https://www.paramountplus.com/shows/1883,Paramount+,Taylor Sheridan,This Is Not Your Heaven,"Sam Elliott, Tim McGraw, Faith Hill, Isabel May, LaMonica Garrett","Haddie Cooke (Executive Producer's Assistant), Nicole Nelch (Location Coordinator), Ben Richardson (Co-Executive Producer)",1883 - The Yellowstone Prequel | Official Trailer | Sky Show,1883
90669,1899,Canceled,2022-11-17,0,"When mysterious events change the course of an immigrant ship headed for New York in 1899, a mind-bending riddle unfolds for its bewildered passengers.",7.5,1362,"Mystery, Drama","sea, immigration, atlantic ocean, ship, dystopia, bermuda triangle, triangle, 19th century, new encounter, old continent, admiring, assertive",1899,/qmpUDEgZawIlDU5HP3IJ9HjnpI3.jpg,/oZMEWCcnFWGdp4W4ICdJgkw1RYf.jpg,27.5831,de,Scripted,8,1,https://www.netflix.com/title/80214497,Netflix,"Baran bo Odar, Jantje Friese",The Key,"Emily Beecham, Andreas Pietschmann, Aneurin Barnard, Isabella Wei, Maciej Musiał","Jantje Friese (Executive Producer), Baran bo Odar (Executive Producer), Benedikt Bothe (Line Producer)",Opening Credits Theme Song,1899
84154,3Below: Tales of Arcadia,Ended,2018-12-21,24,"After crash-landing on Earth, two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters.",7.4,126,"Animation, Family, Comedy, Sci-Fi & Fantasy","based on novel or book, prince, bodyguard, villain, princess, extraterrestrial, alien, fugitive, dark secret, brother sister relationship, tales of arcadia",3Below: Tales of Arcadia,/eWoplw8QJhSGDnhyYCrs9OugdTj.jpg,/smryg5G3vkCImoQsPYrBSByOkOt.jpg,20.8448,en,Scripted,26,2,https://www.netflix.com/title/80179784,Netflix,Guillermo del Toro,"A Glorious End, Part 2","Tatiana Maslany, Frank Welker, Cheryl Hines, Glenn Close, Diego Luna",,3Below: Tales of Arcadia | Official Trailer [HD] | Netflix,3below tales of arcadia
127581,4400,Canceled,2021-10-25,45,"4400 overlooked, undervalued, or otherwise marginalized people who vanished without a trace over the last hundred years are all returned in an instant, having not aged a day and with no memory of what happened to them. As the government races to analyze the potential threat and contain the story, the 4400 themselves must grapple with the fact that they've been returned with a few ""upgrades"", and the increasing likelihood that they were all brought back now for a specific reason.",6.6,232,"Sci-Fi & Fantasy, Drama","time travel, superhuman, missing person, reboot",4400,/nTYDhLtHffPAJKWn2w8sfnYhLwt.jpg,/7wfFmI8VZTgglYEUioAcwikxUAa.jpg,10.2565,en,Scripted,13,1,https://www.cwtv.com/shows/4400,The CW,"Ariana Jackson, Anna Fricke",Present is Prologue,"Brittany Adebumola, Joseph David-Jones, Ireon Roach, TL Thompson, Jaye Ladymore","Ariana Jackson (Executive Producer), Anna Fricke (Executive Producer), Laura Terry (Executive Producer)",,4400
98657,61st Street,Ended,2022-04-10,0,"Moses Johnson is a promising high-school athlete with a bright future who’s accused of murdering a police officer during a drug bust gone wrong. Swept up into the infamously corrupt Chicago criminal justice system, Moses’ case is taken up by ageing public defender Franklin Roberts, who sees this as his chance to finally challenge the institutional racism at the heart of the judicial system.",6.864,22,"Drama, Crime","chicago, illinois",61st Street,/bTEfmPiaDpsDu5oZKNSrhnF2ci5.jpg,/7ebnWh0t5WKK1owCcr0UZIROHjd.jpg,8.9374,en,Scripted,16,2,https://www.cwtv.com/shows/61st-street,"The CW, AMC",Peter Moffat,Judgement Day,Courtney B. Vance,"Annie Josephine Rhodes (Co-Producer), Becky Page (Producer), Michael Thomas James (Dailies Manager)",Official UK Trailer,61st street
217858,A Girl and an Astronaut,Returning Series,2023-02-17,0,An astronaut's return after a 30-year disappearance rekindles a lost love and sparks interest from a corporation determined to learn why he hasn't aged.,6.057,44,"Sci-Fi & Fantasy, Drama","space travel, love, space, cosmos, stopped time, science fiction, romantic drama",Dziewczyna i kosmonauta,/5GDhb86zGf7evaoR2ZTdNfrsU0j.jpg,/3XRHyeU1ief9DDPG0UA5TwNCXzq.jpg,8.5008,pl,Scripted,6,1,https://www.netflix.com/title/81380205,Netflix,,Episode 6,"Vanessa Aleksander, Magdalena Boczarska, Magdalena Cielecka, Anna Cieślak, Andrzej Chyra","Bartosz Prokopowicz (Director), Agata Malesińska (Writer), Barbara Burska (Assistant Director)",A Girl And An Astronaut Trailer | English Subs,a girl and an astronaut
32348,A League of Their Own,Returning Series,2010-03-11,44,"Two teams comprised of comedians, celebrities and sports stars compete against each other in a test of their sporting knowledge, taking place over three rounds.",7.0,13,Comedy,"game show, sports, quiz, panel show",A League of Their Own,/9USFzkxTCLX12HRAitjrnxqw209.jpg,/mwzrFLpEDdeUn9oVy0sWho5t8LU.jpg,19.7897,en,Scripted,200,19,https://www.sky.com/watch/channel/sky-one/a-league-of-their-own,"Sky One, Sky Max",Paul Brassey,Sean Dyche & Tony Bellew,"Jamie Redknapp, Romesh Ranganathan, Micah Richards, Jill Scott",,A League Of Their Own does YMCA,a league of their own
232670,A Love So Beautiful,Ended,2024-06-03,47,"Chadjen and Som-O have been friends since their childhood. They go to the same kindergarten, primary and high schools, but Som-O just realizes that she loves Chadjen when they attend university! Or is he Som-O's true love? But she thinks it can't be because no matter how many years have passed, Chadjen's feelings toward her are still unclear! Will this friendship that blossoms into love turn into true love or one-sided love in the end?",6.5,4,Drama,"based on novel or book, remake, romance, childhood sweethearts, campus romance",เพราะเธอคือรักแรก,/njAHzXFpSziGVky1UAG7rpvovTH.jpg,/AaXmL7mpXgBxB5h6XIfpR8Zxm8A.jpg,9.3409,th,Scripted,18,1,https://v.youku.com/v_show/id_XNjM4ODgwMzMyNA==.html,"YouTube, Youku, GMM 25, Tencent Video, Viu, oneD",Zhao Qian Qian,Episode 18,"Chanikarn Tangkabodee, Jirawat Sutivanichsak, Trai Nimtawat, Pentor Jeerapat Pimanprom, Panisara Yang","Nitivat Cholvanichsiri (Director), Sataporn Panichraksapong (Executive Producer), Darapa Choeysanguan (Executive Producer)",[OFFICIAL TRAILER] 'เพราะเธอคือรักแรก' A Love So Beautiful,a love so beautiful
132171,A Model Family,Ended,2022-08-12,45,"After unwittingly stealing money from a cartel, a cash-strapped professor finds the only way to save his broken family is by working as a drug courier.",6.8,65,"Drama, Crime","married couple, investigation, organized crime, miniseries, bankruptcy, gun violence, suspense, secret, drug usage, 가족, 모범",모범가족,/eRtszL5XtARh2u5JMppmtEtxJmT.jpg,/fTT0jQhynTTVLAQfgEIwQAsuL8s.jpg,14.467,ko,Scripted,10,1,https://www.netflix.com/title/81349413,Netflix,"Lee Jae-gon, Kim Jin-woo",Episode 10,"Jung Woo, Park Hee-soon, Yoon Jin-seo, Park Ji-yeon, Choi Moo-seong","Kim Jin-woo (Director), Lee Jae-gon (Writer), Nam Na-young (Editor)",A Model Family | Official Trailer | Netflix,a model family
115194,A Perfect Planet,Ended,2021-01-03,44,"A unique fusion of blue chip natural history and earth science that explains how our living planet operates. This five-part series shows how the forces of nature drive, shape and support Earth’s great diversity of wildlife.",8.691,68,Documentary,"wildlife, animals, nature, forces of nature, mother earth, nature documentary, planet earth, observational documentary, earth science, science documentary, life on earth, bbc earth",A Perfect Planet,/8JJa4gduVytwpXQzFtZNibRA6S.jpg,/6D53LfTPvDBStWZMAknNfIs0k0W.jpg,11.9294,en,Miniseries,5,1,https://www.bbc.co.uk/programmes/p08xc2lh,BBC One,,Humans,David Attenborough,"Will Steenkamp (Director of Photography), Ilan Eshkeri (Original Music Composer), Ed Charles (Screenplay)",A Perfect Planet | BBC Earth | BBC Player,a perfect planet
99112,A Piece of Your Mind,Ended,2020-03-23,71,"Moon Ha-won is an AI programmer and he is the founder of AH Company. He is a consistent person with a good heart. Meanwhile, Han Seo-woo works as a classical music recording engineer. Her life is unstable without a family or house, but she is a positive person.",7.231,39,Drama,"artificial intelligence (a.i.), depression, insomnia, engineer, classical music, unrequited love, tragic past, healing, voice recognition, programmer, slow burn romance, secret crush",반의 반,/u25Bd08J1kdsLXdHymXkFJsseV7.jpg,/pcyVB92oAuA2PQR8aoDurLETNda.jpg,6.8235,ko,Scripted,12,1,http://program.tving.com/tvn/yourmind/,tvN,Lee Suk-yeon,Finding Strength,"Jung Hae-in, Chae Soo-bin, Lee Ha-na, Kim Sung-kyu, Woo Ji-hyeon","Lee Suk-yeon (Writer), Lee Sang-yeob (Director), Kang Seung-gi (Director of Photography)","A PIECE OF YOUR MIND - OFFICIAL TRAILER | Jung Hae In, Chae Soo Bin, Lee Ha Na, Kim Sung Kyu",a piece of your mind
112321,A Private Affair,Ended,2022-09-16,50,"Marina Quiroga, a daring upper-class girl with a detective's soul, sets off to catch the serial killer that has been terrorizing her town with her faithful butler Hector's help.",7.104,53,"Comedy, Mystery, Drama","detective, serial killer, period drama",Un asunto privado,/lmGRZEuIQtArmyGjt6Ay5Y74hk2.jpg,/s42RBJH1I9yyRRSdxlUzYmAPgGH.jpg,9.0565,es,Scripted,8,1,https://www.primevideo.com/detail/0O540FCF47Z2YWUHB4E0PFPIIO,Prime Video,"Ramón Campos, Gema R. Neira, Teresa Fernández-Valdés",Family secrets,"Jean Reno, Aura Garrido, Gorka Otxoa, Pablo Molinero, Álex García","Teresa Fernández-Valdés (Executive Producer), Ramón Campos (Executive Producer)",,a private affair
65294,A Series of Unfortunate Events,Ended,2017-01-13,52,"The orphaned Baudelaire children face trials, tribulations and the evil Count Olaf, all in their quest to uncover the secret of their parents' death.",7.398,942,"Action & Adventure, Family, Comedy, Mystery","based on novel or book, orphan, reboot, children's adventure, orphan siblings, unfortunate, based on young adult novel, anachronistic, antagonistic, mean spirited",A Series of Unfortunate Events,/qg7WXAatXyQq6zO3SnWnRJEayeZ.jpg,/mMGnFsjWnxrpahPW4H5dzLEYuFm.jpg,33.4044,en,Scripted,25,3,https://www.netflix.com/title/80050008,Netflix,"Barry Sonnenfeld, Daniel Handler",The End,"Neil Patrick Harris, Patrick Warburton, Malina Weissman, Louis Hynes, K. Todd Freeman","Viktor Petrov (Pipeline Technical Director), Daniel Handler (Executive Producer), Daniel Handler (Novel)",A Series of Unfortunate Events | Theme Song [HD] | Netflix,a series of unfortunate events
220521,A Shoulder to Cry On,Ended,2023-03-14,32,"Lee Da Yeol is an outsider at school, but an ill-timed run-in with a classmate puts his scholarship in jeopardy.",7.1,15,Drama,"high school, love-hate relationship, romance, archery, lgbt, psychological, boys' love (bl), based on manhwa",소년을 위로해줘,/1TJSkVjupmQ5tEeMrVzIa0Ry1gG.jpg,/o6ZFhdfzOcRseun3iwlwxhgIlaM.jpg,3.9362,ko,Scripted,7,1,https://www.viki.com/tv/38972c-a-shoulder-to-cry-on,"wavve, TVING, watcha",Dong Mul,Epilogue,"Kim Jae-han, Shin Ye-chan, Shin Si-ye, Jeong Ho-gyun, Kim Dong-won","Song Su-rim (Director), Kang Jae-hyun (Writer)",[티저예고편] 소년을위로해줘! A Shoulder to Cry On,a shoulder to cry on
157160,A Small Light,Ended,2023-05-01,0,"Twentysomething Miep Gies didn't hesitate when her boss Otto Frank came to her and asked her to hide his family from the Nazis during World War II. For the next two years, Miep, her husband Jan, and the other helpers watched over the eight souls in hiding in the Secret Annex. And it was Miep who found Anne’s Diary and kept it safe so Otto, the only one of the eight who survived, could later share it with the world as one of the most powerful accounts of the Holocaust.",7.909,99,"Drama, War & Politics","holocaust (shoah), world war ii, anne frank, miniseries, historical drama",A Small Light,/ksDDvTxUp07yu8FdOAXwJeyTilu.jpg,/p9rsIb2LMyCxlH7Ffiixsf9hMTW.jpg,20.4106,en,Miniseries,8,1,https://www.nationalgeographic.com/tv/shows/a-small-light,National Geographic,"Tony Phelan, Joan Rater",Legacy,"Bel Powley, Joe Cole, Amira Casar, Billie Boullet, Ashley Brooke","Avi Nir (Executive Producer), Peter Traugott (Executive Producer), Joan Rater (Executive Producer)",A Small Light | The Untold Story of Miep Gies (Full 1st Episode),a small light
139064,A Very British Scandal,Ended,2021-12-26,60,The true story of a duchess publicly shamed in a high society divorce that gripped the nation.,6.804,56,Drama,,A Very British Scandal,/7I6CKYo4f6sUIwJk88DnK7ss2Ka.jpg,/oratSFbxhVq4uGps5bAZvSqUuRH.jpg,11.3361,en,Miniseries,3,1,https://www.bbc.co.uk/programmes/p0b568sr,BBC One,Sarah Phelps,Episode 3,"Claire Foy, Paul Bettany, Julia Davis, Richard McCabe","Chris Ballantyne (Producer), Christina Moore (Production Design), Si Bell (Cinematography)",Official Prime Video Trailer,a very british scandal
157433,Abominable and the Invisible City,Canceled,2022-10-05,24,"Through Everest, the yeti, Yi, Jin, and Peng know that there’s a whole magical world out there, and now it’s even closer than they think! When they discover that their surroundings are teeming with magical creatures in need of their help, the kids will set out on extraordinary and heartfelt adventures throughout their city and beyond.",7.698,43,"Action & Adventure, Animation, Comedy","yeti, mount everest, magical creature",Abominable and the Invisible City,/xKtjZTrJvQLqhVnkBjtsZUg4e1B.jpg,/rtHlG13Mvn1dq4bQGioHNrJqa8Z.jpg,19.9597,en,Scripted,30,2,https://www.hulu.com/series/abominable-and-the-invisible-city-d7a15e29-1a00-456a-a471-a8bf2d2cf847,"Hulu, Peacock",Katherine Nolfi,Please Hold While We Connect You,"Chloe Bennet, Tenzing Norgay Trainor, Ethan Loh, Karen Huie, Darin De Paul","Jim Schumann (Executive Producer), Katherine Nolfi (Co-Executive Producer)",Official Trailer,abominable and the invisible city
202097,Accused,Returning Series,2023-01-22,45,"In this crime anthology series, viewers discover how an ordinary person got caught up in an extraordinary situation, ultimately revealing how one wrong turn leads to another, until it’s too late to turn back. Told from the defendant’s point of view, each episode opens in a courtroom on the accused without knowing their crime or how they ended up on trial.",7.483,60,"Crime, Drama","anthology, trial, courtroom, defendant",Accused,/w0zeTmejqPqVw07jVDkeQqJvxqq.jpg,/daVf1WxVes9ZaC6jToZgq9ulqEz.jpg,21.9825,en,Scripted,23,2,https://www.fox.com/accused/,FOX,,Megan's Story,,,Accused (FOX) Trailer HD,accused
205040,Adamas,Ended,2022-07-27,75,"Twin brothers Woo-sin and Soo-hyun lose their father in a murder case. Twenty-two years later, the brothers seek to clear their father's name.",6.7,46,"Mystery, Drama","secret organization, twin brother, reporter, writer, twins, prosecutor, mysterious killer, mysterious death, mysterious figure, conglomerate heir",아다마스,/jhfZRo3krONzarJFot6WCw99uxH.jpg,/dJJ9dH80HwWGERo5U59tw9JzYBQ.jpg,18.6392,ko,Scripted,16,1,http://program.tving.com/tvn/adamas,tvN,,Episode 16,"Ji Sung, Seo Ji-hye, Lee Soo-kyung, Heo Sung-tae, Oh Dae-hwan","Park Seung-woo (Director), Choi Tae-gang (Writer)",,adamas
46536,Cheongdam Dong Alice,Ended,2012-12-01,65,"An aspiring fashion designer lands the job of her dreams in the luxurious but shallow world of Cheongdam-dong, and discovers that it will take more than hard work to succeed in this business.",6.4,7,"Comedy, Drama","marriage, gold digger, fashion company, chaebol",청담동 앨리스,/sC6CgEOQwB9Rzmkksv3x1hZ2bPH.jpg,/8fJA7QpN9uBsaFxJ71fH1gSFT2q.jpg,7.8493,ko,Scripted,16,1,http://alice.sbs.co.kr/,SBS,"Sang-yeon Park, Kim Young-hyun",Episode 16,"Moon Geun-young, Park Si-hoo, So I-hyeon, Kim Ji-seok, Kim Seung-su","Luna (Theme Song Performance), Jo Soo-won (Director), Kim Ji-woon (Writer)",,aelliseu
79872,The Class: Life After,Ended,2010-11-06,56,"The Class: Life After is a follow-up to the feature film The Class (Klass) and deals with the aftermath of a school shooting. Each one-hour episode focuses on a different character who survived or witnessed the tragic event. There are kids from the class, their parents, the class teacher, a boy who survived the shooting, and finally, one of the culprits in the very last episode.",7.1,7,Drama,"high school, violence in schools",Klass - Elu pärast,/pgKwBa2npoKbKsmEl1WullzBNsG.jpg,/bTUrTlERhOyiz91Ys1LzTborD3S.jpg,6.8342,et,Scripted,7,1,,ETV,Ilmar Raag,One Day at a Time,,"Margit Keerdo-Dawson (Writer), Tiina Leesik (Makeup Artist), Horret Kuus (Sound Editor)",,after life
61550,Marvel's Agent Carter,Canceled,2015-01-06,43,"It's 1946, and peace has dealt Peggy Carter a serious blow as she finds herself marginalized when the men return home from fighting abroad. Working for the covert SSR (Strategic Scientific Reserve), Peggy must balance doing administrative work and going on secret missions for Howard Stark all while trying to navigate life as a single woman in America, in the wake of losing the love of her life - Steve Rogers.",7.538,1878,"Drama, Sci-Fi & Fantasy","secret agent, based on comic, marvel cinematic universe (mcu), 1940s",Marvel's Agent Carter,/fe79VYyLp5ZBstpJ4oukpuUT3B.jpg,/MaQ7hbNsiJ30p14UgRdEnXDGMH.jpg,42.7517,en,Scripted,18,2,https://www.disneyplus.com/browse/entity-e4cbebda-a890-4e99-9a29-40d2162f7d46,ABC,"Stephen McFeely, Christopher Markus",Hollywood Ending,"Hayley Atwell, James D'Arcy, Enver Gjokaj, Wynn Everett","Stan Lee (Executive Producer), Sheena Duggal (Visual Effects Supervisor), Sara E. White (Producer)",Marvel's Agent Carter Sneak Peek,agent carter
1403,Marvel's Agents of S.H.I.E.L.D.,Ended,2013-09-24,43,"Agent Phil Coulson of S.H.I.E.L.D. (Strategic Homeland Intervention, Enforcement and Logistics Division) puts together a team of agents to investigate the new, the strange and the unknown around the globe, protecting the ordinary from the extraordinary.",7.477,3622,"Drama, Sci-Fi & Fantasy, Action & Adventure","secret government organization, superhero, based on comic, marvel cinematic universe (mcu)",Marvel's Agents of S.H.I.E.L.D.,/gHUCCMy1vvj58tzE3dZqeC9SXus.jpg,/qtr5i6hOm6oVzTYl3jOQAYP3oc7.jpg,85.4913,en,Scripted,136,7,https://www.disneyplus.com/series/agents-of-shield/2UT4VQrwpVgi,ABC,"Jed Whedon, Maurissa Tancharoen, Joss Whedon",What We're Fighting For,"Clark Gregg, Chloe Bennet, Elizabeth Henstridge, Ming-Na Wen, Henry Simmons","Jason Akers (Music), Lilla Zuckerman (Co-Executive Producer), Nora Zuckerman (Co-Executive Producer)",Marvel's Agents of S.H.I.E.L.D. - Trailer 1 (Official),agents of s h i e l d
135157,Alchemy of Souls,Ended,2022-06-18,75,"A powerful sorceress in a blind woman's body encounters a man from a prestigious family, who wants her help to change his destiny.",8.5,699,"Drama, Sci-Fi & Fantasy, Action & Adventure, Mystery","martial arts, assassin, hero, prince, secret organization, body exchange, supernatural, love, female assassin, historical fiction, martial arts master, body-swap, alchemy, wizard, hidden identity, soul transference, cheerful girl, master apprentice relationship",환혼,/q2IiPRSXPOZ6qVRj36WRAYEQyHs.jpg,/iKIyTYNYsQB05EspmjrX468UTmL.jpg,46.5416,ko,Scripted,30,2,https://program.tving.com/tvn/alchemyofsouls,tvN,"Hong Jeong-eun, Hong Mi-ran, Park Joon-hwa",Episode 10,"Lee Jae-wook, Go Youn-jung, Minhyun, Shin Seung-ho, Yu Jun-sang","Bae Hyun-jin (Co-Director), Jang Jung-do (Executive Producer)",Official Trailer [ENG SUB],alchemy of souls
72615,Alias Grace,Ended,2017-09-25,46,"Based on the true story of Grace Marks, a housemaid and immigrant from Ireland who was imprisoned in 1843, perhaps wrongly, for the murder of her employer Thomas Kinnear. Grace claims to have no memory of the murder yet the facts are irrefutable. A decade after, Dr. Simon Jordan tries to help Grace recall her past.",7.193,311,"Crime, Drama","based on novel or book, immigrant, biography, miniseries, historical fiction, period drama, psychiatrist, housemaid, 19th century, murderess",Alias Grace,/m6ChYjCPMpzAPzR7jm0omLbu9hS.jpg,/870FbfjWlt98dcSarTbYH0X0tje.jpg,22.7913,en,Miniseries,6,1,http://www.cbc.ca/aliasgrace/,CBC Television,Sarah Polley,Part 6,"Sarah Gadon, Edward Holcroft, Rebecca Liddiard, Zachary Levi, Kerr Logan","Jeff Danna (Original Music Composer), Mychael Danna (Original Music Composer), Margaret Atwood (Supervising Producer)",Alias Grace | Official Trailer [HD] | Netflix,alias grace
110316,Alice in Borderland,Returning Series,2020-12-10,0,"With his two friends, a video-game-obsessed young man finds himself in a strange version of Tokyo where they must compete in dangerous games to win.",8.159,2281,"Mystery, Drama, Action & Adventure","fight, supernatural, survival, tokyo, japan, psychological thriller, game, based on graphic novel, questioning, quest, live action remake, ambiguous, appreciative, frightened",今際の国のアリス,/Ac8ruycRXzgcsndTZFK6ouGA0FA.jpg,/bKxiLRPVWe2nZXCzt6JPr5HNWYm.jpg,69.1424,ja,Scripted,17,3,https://www.netflix.com/title/80200575,Netflix,,Episode 8,"Kento Yamazaki, Tao Tsuchiya, Aya Asahina, Nijiro Murakami, Aya Asahina","Saori Izawa (Stunts), Shokichi Kaneda (Editor), Tsuyoshi Imai (Editor)",Official Trailer #2,alice in borderland
99966,All of Us Are Dead,Returning Series,2022-01-28,65,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out — or turn into one of the rabid infected.,8.3,4104,"Action & Adventure, Drama, Sci-Fi & Fantasy","high school, bullying, based on comic, survival, coming of age, apocalypse, zombie, virus, based on webcomic or webtoon, horror",지금 우리 학교는,/pTEFqAjLd5YTsMD6NSUxV6Dq7A6.jpg,/q74hFjNMjlA4Fj8mYA42X9lOvLV.jpg,67.3548,ko,Scripted,12,2,https://www.netflix.com/title/81237994,Netflix,"Chun Sung-il, JQ Lee, Kim Nam-su",Episode 12,"Park Ji-hu, Yoon Chan-young, Cho Yi-hyun, Lomon, Yoo In-soo","Kim Chang-sub (Sound Supervisor), Yang Hee-hwa (Costume Design), Shin Min-kyung (Editor)",Friends that stick together stay alive together | Making of All of Us Are Dead [ENG SUB],all of us are dead
206619,All That We Loved,Ended,2023-05-05,33,A love story that covers adolescent teenagers having trouble deciding the gravity of love and friendship.,7.273,11,Drama,"love triangle, high school, romance, first love, web series, youth",우리가 사랑했던 모든 것,/pioZKN9PG3LJIcDrU4wfrMwotPF.jpg,/kHScCEb7kLc9O9NJrc4JUBJeYhK.jpg,7.4707,ko,Miniseries,8,1,https://www.tving.com/contents/P001708373,TVING,,There's No Ending to Friendship,"Sehun, Cho Jun-young, Jang Yeo-bin, Song Jae-rim, Jung Yoo-jin",,All That We Loved | 我們愛過的一切 Promo,all that we loved
